Date,Screen Name,Full Name,Tweet Text,Tweet ID,App,Followers,Follows,Retweets,Favorites,Verfied,User Since,Location,Bio,Profile Image
3/29/16,@michaelkinder,Michael Kinder,RT @EPA: #HowDoYouEarthDay? Discover ways to protect our natural spaces at: https://t.co/TBQ5IEhhDl #EnviroEd,7.15E+17,RoundTeam,259,209,15,0,No,3/16/11,"Cleveland, OH",Environmental Safety & Health and Public Health professional with additional specialty in IT & Data Management. Strive to inform public of data: Good or bad!,View
3/30/16,@michaelkinder,Michael Kinder,"RT @EPA: We support citizen science, public health, #STEM and #EnviroEd – more on our efforts and how you can get involved: https://t.co/cy…",7.15E+17,RoundTeam,261,209,9,0,No,3/16/11,"Cleveland, OH",Environmental Safety & Health and Public Health professional with additional specialty in IT & Data Management. Strive to inform public of data: Good or bad!,View
4/6/16,@michaelkinder,Michael Kinder,RT @EPA: Know a K-12 #EnviroEd teacher setting an example for their students? Encourage them to apply for our teacher award. https://t.co/W…,7.18E+17,RoundTeam,260,209,6,0,No,3/16/11,"Cleveland, OH",Environmental Safety & Health and Public Health professional with additional specialty in IT & Data Management. Strive to inform public of data: Good or bad!,View
4/13/16,@michaelkinder,Michael Kinder,RT @EPA: #EnviroEd teachers: Apply for our environmental educator award - submit your application by May 16: https://t.co/WAZ7co2Nry #PIAEE,7.20E+17,RoundTeam,265,209,9,0,No,3/16/11,"Cleveland, OH",Environmental Safety & Health and Public Health professional with additional specialty in IT & Data Management. Strive to inform public of data: Good or bad!,View
4/27/16,@michaelkinder,Michael Kinder,RT @EPA: Know a K-12 #EnviroEd teacher setting an example for their students? Encourage them to apply for our teacher award. https://t.co/W…,7.25E+17,RoundTeam,279,209,11,0,No,3/16/11,"Cleveland, OH",Environmental Safety & Health and Public Health professional with additional specialty in IT & Data Management. Strive to inform public of data: Good or bad!,View
5/9/16,@michaelkinder,Michael Kinder,RT @EPA: #EnviroEd teachers: Apply for our environmental educator award - submit your application by May 16: https://t.co/WAZ7co2Nry #PIAEE,7.30E+17,RoundTeam,277,209,6,0,No,3/16/11,"Cleveland, OH",Environmental Safety & Health and Public Health professional with additional specialty in IT & Data Management. Strive to inform public of data: Good or bad!,View
3/28/16,@Michellestwitr,Michelle Thomasson,"RT @Learn_OnTheFly: 'The Struggle of Clear Climate Communication,' by Robinson Meyer #ClimateChange #EnviroEd #scicomm https://t.co/qneIG1…",7.15E+17,Twitter Web Client,75,93,2,0,No,5/11/14,"Puddle country, south west, UK",Hoping for a better world - bit of an environmentalist,View
5/12/16,@MidEarly,Mid early years,RT @CreativeSTAR: 10 maths challenges that use cones https://t.co/klrNUfdSYf #learnoutdoors #mathsoutdoors #enviroed #children #nature http…,7.31E+17,Twitter for iPhone,723,1192,15,0,No,5/9/15,,early years team in Midlothian,View
5/13/16,@miguelearaujop,Miguel Araujo,RT @BigHistoryPro: Tree rings can tell you more than just the age of a tree—they also record the climate of each year. #enviroed https://t.…,7.31E+17,Twitter for iPhone,145,495,6,0,No,2/4/10,,,View
5/17/16,@miguelmcminn,Miguel McMinn,"RT @PlanktonPundit: 👍 100% of Goodreads readers like my #Plankton book https://t.co/HkQhvtaYUh 😀 Great for any age, schools & #enviroed htt…",7.32E+17,Twitter for iPhone,2824,3102,5,0,No,11/2/09,Balearic Islands Spain,Seabird island restoration and conservation in the Balearic Islands #SaveSeabirds #BalearicShearwater #Seabirds #Seabirdersaturday,View
3/16/16,@mihrjan,Mihran Toumajan,RT @ArmeniaTree: «Էյ Թի Փի»-ն ընդլայնում է բնապահպանական կրթության ծրագրերը https://t.co/Tks6QwtUEy #Armenia #EnviroEd #GetRooted,7.10E+17,Twitter Web Client,1007,1673,1,0,No,8/2/12,"Los Angeles, California","Devoted Husband & Dad. Armenian Assembly of America, Western Region Director. @WayneState alum. Die-hard #RedSox, #Celtics, #RedWings, #Lions fan.",View
3/16/16,@mihrjan,Mihran Toumajan,RT @ArmeniaTree: Our colleagues at @CivilNetTV have prepared a nice video report on #trees & #EnviroEd in #Armenia https://t.co/8bPFsnt4ek …,7.10E+17,Twitter Web Client,1007,1673,6,0,No,8/2/12,"Los Angeles, California","Devoted Husband & Dad. Armenian Assembly of America, Western Region Director. @WayneState alum. Die-hard #RedSox, #Celtics, #RedWings, #Lions fan.",View
3/12/16,@MiJiKim3,Mi Ji Kim,RT @jackiegerstein: Nature camps aim to draw kids from screens to the outdoors https://t.co/JshQEnZdVs #enviroed,7.09E+17,Twitter for iPhone,108,56,3,0,No,5/14/15,"Clarksville,MD",Instructional Coach/Project Support Specialist at @SecondChanceEDU assessment specialist/streetfighter for education,View
4/18/16,@MikeBartlettEdu,Mike Bartlett,"RT @EZECNSW: Join us for the first Aussie #EnviroEd chat Wed 20th 8pm AEST. ""How to best integrate #sustainability into schools"" https://t.…",7.22E+17,Twitter Web Client,413,557,12,0,No,9/27/13,Sydney,"Leading an awesome team of Place, Planet & People Shapers. Co-creating @YES21stC & Murama (Views my own) Passionate about Jesus! (View shared by others:)",View
4/20/16,@MikeBartlettEdu,Mike Bartlett,RT @EZECNSW: Would love to have your thoughts for tonights #EnviroEd chat @ 8pm @vivianharris45 @LShenstone @MikeBartlettEdu @BeachTeachFun…,7.23E+17,Twitter for Android,413,557,1,0,No,9/27/13,Sydney,"Leading an awesome team of Place, Planet & People Shapers. Co-creating @YES21stC & Murama (Views my own) Passionate about Jesus! (View shared by others:)",View
4/20/16,@MikeBartlettEdu,Mike Bartlett,Here’s your crew in action @ChrisVella2 #EnviroEd https://t.co/rvR0StLxj5,7.23E+17,OS X,413,558,1,2,No,9/27/13,Sydney,"Leading an awesome team of Place, Planet & People Shapers. Co-creating @YES21stC & Murama (Views my own) Passionate about Jesus! (View shared by others:)",View
4/20/16,@MikeBartlettEdu,Mike Bartlett,Hi Brandi! Guys meet our @YES21stC 2016 Youth Eco Summit coordinator. #EnviroEd https://t.co/S223PTpYSG,7.23E+17,Twitter Web Client,413,558,1,3,No,9/27/13,Sydney,"Leading an awesome team of Place, Planet & People Shapers. Co-creating @YES21stC & Murama (Views my own) Passionate about Jesus! (View shared by others:)",View
4/20/16,@MikeBartlettEdu,Mike Bartlett,@RangerRidley @ChrisVella2 #EnviroEd not sure if you know @ZeinaChalich of #AussieEd fame but she is a local Aussie guru on #makerspaces,7.23E+17,Twitter Web Client,413,558,0,3,No,9/27/13,Sydney,"Leading an awesome team of Place, Planet & People Shapers. Co-creating @YES21stC & Murama (Views my own) Passionate about Jesus! (View shared by others:)",View
4/20/16,@MikeBartlettEdu,Mike Bartlett,RT @ChrisVella2: Loving the 1st Aussie #enviroed chat. Last Q. coming at you soon & this 1 is going 2B awesome!!!,7.23E+17,Twitter Web Client,413,559,1,0,No,9/27/13,Sydney,"Leading an awesome team of Place, Planet & People Shapers. Co-creating @YES21stC & Murama (Views my own) Passionate about Jesus! (View shared by others:)",View
4/20/16,@MikeBartlettEdu,Mike Bartlett,nicely played!! @EZECNSW #EnviroEd https://t.co/LhS5eEgEvV,7.23E+17,Twitter Web Client,413,559,0,3,No,9/27/13,Sydney,"Leading an awesome team of Place, Planet & People Shapers. Co-creating @YES21stC & Murama (Views my own) Passionate about Jesus! (View shared by others:)",View
4/20/16,@MikeBartlettEdu,Mike Bartlett,"RT @EZECNSW: We are planning these #EnviroEd chats every 2 weeks. Same time 8pm Wed. See you all in two weeks, or tomorrow 11am for the Nth…",7.23E+17,Twitter Web Client,413,559,3,0,No,9/27/13,Sydney,"Leading an awesome team of Place, Planet & People Shapers. Co-creating @YES21stC & Murama (Views my own) Passionate about Jesus! (View shared by others:)",View
4/20/16,@MikeBartlettEdu,Mike Bartlett,Thanks @MRsalakas #EnviroEd https://t.co/qdcF4vVn6L,7.23E+17,Twitter Web Client,413,559,0,1,No,9/27/13,Sydney,"Leading an awesome team of Place, Planet & People Shapers. Co-creating @YES21stC & Murama (Views my own) Passionate about Jesus! (View shared by others:)",View
5/16/16,@MikeBartlettEdu,Mike Bartlett,RT @stevenbody: Join myself and @ChrisVella2 for this weeks #EnviroEd chat with @LShenstone @vivianharris45 @DebHoggoz @KateHelene https://…,7.32E+17,Twitter for Android,417,565,6,0,No,9/27/13,Sydney,"Leading an awesome team of Place, Planet & People Shapers. Co-creating @YES21stC & Murama (Views my own) Passionate about Jesus! (View shared by others:)",View
5/18/16,@MikeBartlettEdu,Mike Bartlett,RT @ChrisVella2: The #EnviroEd chat on creating the perfect #fieldtrip is tonight!! Get excited people only 1hr to go https://t.co/ruLHVGj2…,7.33E+17,Twitter for Android,422,571,2,0,No,9/27/13,Sydney,"Leading an awesome team of Place, Planet & People Shapers. Co-creating @YES21stC & Murama (Views my own) Passionate about Jesus! (View shared by others:)",View
5/18/16,@MikeBartlettEdu,Mike Bartlett,A2. The curriculum itself and the expectations it creates on the ground. Sometimes we can be ticking boxes not changing attitudes #EnviroEd,7.33E+17,Twitter for iPad,422,572,1,1,No,9/27/13,Sydney,"Leading an awesome team of Place, Planet & People Shapers. Co-creating @YES21stC & Murama (Views my own) Passionate about Jesus! (View shared by others:)",View
5/18/16,@MikeBartlettEdu,Mike Bartlett,RT @stevenbody: @DebHoggoz getting the didge out on monday for #Aboriginal Ed #EnviroEd https://t.co/bnqe4038Ro,7.33E+17,Twitter for iPad,422,572,2,0,No,9/27/13,Sydney,"Leading an awesome team of Place, Planet & People Shapers. Co-creating @YES21stC & Murama (Views my own) Passionate about Jesus! (View shared by others:)",View
5/18/16,@MikeBartlettEdu,Mike Bartlett,RT @vic72941: #EnviroEd A3 @LongneckLagoon always provided high quality leadership programs - very popular - g8 way to get Ss into natural…,7.33E+17,Twitter for iPad,422,572,1,0,No,9/27/13,Sydney,"Leading an awesome team of Place, Planet & People Shapers. Co-creating @YES21stC & Murama (Views my own) Passionate about Jesus! (View shared by others:)",View
5/18/16,@MikeBartlettEdu,Mike Bartlett,A5. There is great value in rotating classroom teachers through field opps. Eg secondment #EnviroEd gives us all perspective and learning,7.33E+17,Twitter for iPad,422,572,0,3,No,9/27/13,Sydney,"Leading an awesome team of Place, Planet & People Shapers. Co-creating @YES21stC & Murama (Views my own) Passionate about Jesus! (View shared by others:)",View
5/18/16,@MikeBartlettEdu,Mike Bartlett,RT @EZECNSW: Quote of the #EnviroEd chat tonight! @vivianharris45 https://t.co/NAJxTbge7B,7.33E+17,Twitter for iPad,422,572,1,0,No,9/27/13,Sydney,"Leading an awesome team of Place, Planet & People Shapers. Co-creating @YES21stC & Murama (Views my own) Passionate about Jesus! (View shared by others:)",View
5/18/16,@MikeBartlettEdu,Mike Bartlett,A6. Central Gardens as a kid. Fell in the duck pond. Talk about immersive! Became a story and a poster after. Cross curricula! #EnviroEd,7.33E+17,Twitter for iPad,422,572,1,3,No,9/27/13,Sydney,"Leading an awesome team of Place, Planet & People Shapers. Co-creating @YES21stC & Murama (Views my own) Passionate about Jesus! (View shared by others:)",View
5/18/16,@MikeBartlettEdu,Mike Bartlett,RT @vic72941: @stevenbody @ChrisVella2 Thanks for running #EnviroEd chat https://t.co/4DMNodoRCX,7.33E+17,Twitter for iPad,422,572,1,0,No,9/27/13,Sydney,"Leading an awesome team of Place, Planet & People Shapers. Co-creating @YES21stC & Murama (Views my own) Passionate about Jesus! (View shared by others:)",View
5/18/16,@MikeBartlettEdu,Mike Bartlett,"RT @RangerRidley: @MikeBartlettEdu Quoted in ""Twitter Chat on #EnviroEd, ""What makes good Field Trips GREAT"" 05/18/16 (Aussie Time!)"" https…",7.33E+17,Twitter for Android,422,572,1,0,No,9/27/13,Sydney,"Leading an awesome team of Place, Planet & People Shapers. Co-creating @YES21stC & Murama (Views my own) Passionate about Jesus! (View shared by others:)",View
4/25/16,@MikeMorris24B,Mike Morris,RT @EnviroEducators: Interested in environmental education? Come to EcoLinks May 13 2016 @JackSmytheFC #EnviroEd for educators https://t.co…,7.25E+17,Twitter Web Client,10,28,5,0,No,9/27/14,"London, Ontario, Canada","Retired teacher and outdoor educator. Currently a geezer hockey player, on-ice official, avid environmentalist and fly fisherman.",View
5/4/16,@mikewh,Mike Wh,RT @FieldofMarsEEC: The Need of Living Things Animals. Our first book for young kids https://t.co/hRAbgp46hG #Enviroed #nsweducation https…,7.28E+17,Tweetbot for iΟS,1012,1890,2,0,No,6/16/08,"Sydney, Aust","It's all flat now, except for the rooms and the timetable. They're next to go. Views are my own... RTs aren't endorsements...",View
5/31/16,@MillarWestern,Millar Western,"RT @insideeducation: That's a bit of this, and that. #abed #enviroed https://t.co/VbOCu64WHz",7.38E+17,Twitter for iPhone,486,97,0,0,No,4/17/12,"Edmonton, Alberta","Family-owned company in business over a century, making #lumber and #pulp from wood harvested in sustainably managed #forests.",View
3/11/16,@millinium02,ruben  vasquez,RT @EPA: #EEWeek 2016 focuses on Greening STEM. Find resources to connect nature to your classroom: https://t.co/H1dxiGMgcd #EnviroEd,7.08E+17,Twitter Web Client,227,151,17,0,No,1/10/16,,,View
3/14/16,@MilneOEC,Milne Outdoor Centre,RT @DavidSpencerEdu: MT @conont: Great infographic on the many Benefits of #Nature! #StepIntoNature #EnviroEd https://t.co/kzw2BjoxIC https…,7.09E+17,Twitter for iPad,341,304,3,0,No,9/25/13,"Markham, Ontario",Outdoor Environmental Education Centre,View
3/14/16,@MilneOEC,Milne Outdoor Centre,RT @DavidSpencerEdu: . @OSEE is hosting TWO #EnviroEd events for 2016!! https://t.co/pUyIhx3tvg https://t.co/jLkSK7qpHx,7.09E+17,Twitter for iPad,341,304,1,0,No,9/25/13,"Markham, Ontario",Outdoor Environmental Education Centre,View
3/16/16,@MilneOEC,Milne Outdoor Centre,RT @BigHistoryPro: Use the lens of sustainability to examine our past and inform the future: https://t.co/WxVOiXlo43 #enviroed https://t.co…,7.10E+17,Twitter for iPad,341,304,12,0,No,9/25/13,"Markham, Ontario",Outdoor Environmental Education Centre,View
4/23/16,@MilneOEC,Milne Outdoor Centre,"RT @RangerRidley: Join #EnviroEd chat Wednesday night to discuss ""What 21st Century #EnviroEd looks like"" #peel21 #yycbe https://t.co/V3WbS…",7.24E+17,Twitter for iPad,354,305,4,0,No,9/25/13,"Markham, Ontario",Outdoor Environmental Education Centre,View
5/10/16,@MilneOEC,Milne Outdoor Centre,"RT @RangerRidley: Join #EnviroEd chat on Wednesday night @ 9 pm ET (7 pm MT) for an hour discussion on ""What makes good field trips GREAT""",7.30E+17,Twitter for iPad,362,312,4,0,No,9/25/13,"Markham, Ontario",Outdoor Environmental Education Centre,View
5/19/16,@mindfulhealthy,Mindful Healthy Life,Join @NoVAOutside for Happy Hour at @TrueFoodKitch in #MosaicDistrict Tues 5/24 & Garden Tour in MD 6/5: https://t.co/A15NhRMCgV #EnviroEd,7.33E+17,Twitter Web Client,574,1078,0,0,No,2/18/14,Metro DC,Natural Living | Holistic Parenting | Family Wellness Resource in Metro DC. Blog. Calendar. Directory.,View
4/22/16,@MindShiftKQED,MindShift,A brief history of #EarthDay @KQEDLowdown https://t.co/GMuvTEUuG7 #edchat #enviroed #sustainability,7.24E+17,Hootsuite,178761,1458,8,8,No,8/16/10,San Francisco,"MindShift explores the future of learning, covering cultural and tech trends and innovations in education.",View
4/22/16,@MindShiftKQED,MindShift,5 @TED_ED Lessons to watch on #EarthDay! https://t.co/nFkgYTZg31 #edchat #scichat #enviroed,7.24E+17,Hootsuite,178800,1458,13,14,No,8/16/10,San Francisco,"MindShift explores the future of learning, covering cultural and tech trends and innovations in education.",View
5/31/16,@MinnesotaEE,Minnesota EE,RT @NAAEEStaff: Tomorrow is deadline to apply for #NAAEE2016 #scholarships! Join us in #Wisconsin for #enviroed #networking +more: https://…,7.38E+17,Twitter for iPhone,286,443,2,0,No,4/30/13,Minnesota!,Tweeting to promote #environmentaleducation in Minnesota and the great people who make it happen.,View
3/30/16,@MirandaRHK,Miranda Kerr,"RT @PaulKelba: Tonight our #EnviroEd chat topic is: ""Teachable moments of the spring""",7.15E+17,Twitter for Android,985,972,1,0,No,6/11/12,"Chicago, IL",Coordinator of Digital Learning at Shedd Aquarium (@SheddLearning). Musesocial. Science. Nature. Oceans. Education. Edtech. (Tweets are my own.),View
3/30/16,@MirandaRHK,Miranda Kerr,"We try to do this with #IWonderShedd, encourage wonder and questions about animals. #EnviroEd https://t.co/T1nXO7AoE2",7.15E+17,Twitter for Android,985,972,2,3,No,6/11/12,"Chicago, IL",Coordinator of Digital Learning at Shedd Aquarium (@SheddLearning). Musesocial. Science. Nature. Oceans. Education. Edtech. (Tweets are my own.),View
4/11/16,@missalmberg,Bailey Almberg,Hoping to do an Enviro Lit Study with my jr. high s's this spring. Any must read short stories or articles? @PaulKelba #EnviroEd #ELAChat,7.20E+17,Twitter Web Client,61,89,1,0,No,4/29/14,,A wee baby in the world of education. Teaching Jr ELA and Social Studies in Rural Alberta.,View
3/28/16,@missbeddow,Catherine Beddow,RT @LauraGilchrist4: Awesomeness! #enviroed #ksedchat Outdoors is Ss important to student health and happiness! https://t.co/CfI7Mv2Hfb,7.15E+17,Twitter for Android,200,181,1,0,No,1/24/14,"holcomb, ks","middle school english teacher, information sponge, always looking to learn something new. all opinions are my own.",View
5/15/16,@MissEmNZ,Emma McFadyen,"After a sleepless night of contemplation, in order to become #JohnHattie of the #EnviroEd space (lofty) I'm going to have get a Masters/PhD.",7.32E+17,Twitter for iPhone,325,527,0,2,No,5/30/12,"Gisborne, NZ - Suzhou, China",Kiwi. Primary teacher. Explorer. Thinker. Empowering & collaborating with students to be active learners & creative solution finders.,View
5/15/16,@MissFajardoC,ClaudiaFajardo,RT @AAPremlall: Native #Bees of Eastern North America #nativebees #wildlife #pollinators #ecosystem #agriculture #enviroed https://t.co/vI…,7.32E+17,Twitter for iPhone,367,484,7,0,No,9/5/13,"Toronto, Canada",DECE at TCDSB,View
5/23/16,@MissFajardoC,ClaudiaFajardo,RT @RangerRidley: Save the butterflies with DIY milkweed seed bombs https://t.co/4eUO3219J8 like the #EnviroEd ones we've been creating for…,7.35E+17,Twitter for iPhone,376,486,7,0,No,9/5/13,"Toronto, Canada",DECE at TCDSB,View
4/20/16,@missfijan,Erica Fijan,"Looks like a gorgeous day for a nature hike! The fresh spring air is always so energizing, yet calming. #EnviroEd 🍃 https://t.co/OqPBlZTXdI",7.23E+17,Twitter for iPhone,143,432,0,0,No,12/15/12,Mississauga,Teacher~Photographer~Lover of all things creative and kind ••Special Education•• @StsMarthaMary #DPCDSB #stsmm,View
4/20/16,@missfijan,Erica Fijan,Looks like a fun trip! (including the creepy-crawlies) 🐍🐛 #EnviroEd https://t.co/cgh5Shri6F,7.23E+17,Twitter for iPhone,143,432,0,0,No,12/15/12,Mississauga,Teacher~Photographer~Lover of all things creative and kind ••Special Education•• @StsMarthaMary #DPCDSB #stsmm,View
4/3/16,@Mississauga_Cal,Mississauga Calendar,"RT @visitpama: Early literacy event with art activity, themed to ""upcycling"", free, from 2 to 4 pm: https://t.co/D49BefgWW4 #EnviroEd",7.17E+17,Twitter for Android,437,361,2,0,No,12/6/15,"Mississauga, Ontario, Canada","Community Calendar for #Mississauga + local Villages featuring citizen-oriented, public and cultural events + info. Associated with @TOPCA_Executive",View
3/11/16,@missouriEE,MEEA - MO EE Assoc,"RT @NAAEEStaff: #EEWeek is next month! Show your love of #enviroed & find resources:https://t.co/2uZYicQMWM, https://t.co/byz8I5Aa8B https:…",7.08E+17,Twitter Web Client,18,42,9,0,No,2/11/16,"Missouri, USA",,View
3/25/16,@mjtravaille,Madelaine Travaille,RT @EPA: Teachers - are you thinking about #EarthDay yet? Find activities for your classroom: https://t.co/TBQ5IEhhDl #EnviroEd #HowDoYouEa…,7.13E+17,Twitter for iPhone,85,203,3,0,No,2/3/12,"New Jersey, USA","Mother of 3, Science Supervisor-KPS District. Director-Summer Research Program, WSSP -Master Teacher, FIRST-FTC coach.",View
5/12/16,@mkbamford,Michelle Bamford,RT @RangerRidley: I'm a fan of trips that creates relationships ...avoid the one off-No field trip should end with a rubric but instead wit…,7.31E+17,Twitter for iPhone,26,67,2,0,No,9/4/13,"Calgary, AB Canada","Kindergarten teacher, believer of life long exploration, lover of nature.",View
5/29/16,@mkbamford,Michelle Bamford,RT @RangerRidley: The Outdoors. The Ultimate #MakerSpace #EnviroEd https://t.co/FiF2OJfHhY,7.37E+17,Twitter for iPhone,25,67,2,0,No,9/4/13,"Calgary, AB Canada","Kindergarten teacher, believer of life long exploration, lover of nature.",View
5/29/16,@mkbamford,Michelle Bamford,RT @NaturesYear: It's important to encourage kids to hold wild animals -from frogs to snails! @kawarthaNOW #EnviroEd @davidsuzukiqog https:…,7.37E+17,Twitter for iPhone,26,67,4,0,No,9/4/13,"Calgary, AB Canada","Kindergarten teacher, believer of life long exploration, lover of nature.",View
3/23/16,@mkkinderdesign,M&K KinderDesign LLC,RT @EPA: #EnviroEd teachers: Apply for our environmental educator award - submit your application by May 16: https://t.co/WAZ7co2Nry #PIAEE,7.13E+17,RoundTeam,87,152,10,0,No,8/4/10,"Lakewood, OH",,View
3/28/16,@mkkinderdesign,M&K KinderDesign LLC,RT @EPA: We're looking for #EnviroEd professionals for an advisory council - apply by April 15 to get involved: https://t.co/WSOvUmxDoc,7.15E+17,RoundTeam,87,152,11,0,No,8/4/10,"Lakewood, OH",,View
3/29/16,@mkkinderdesign,M&K KinderDesign LLC,RT @EPA: #HowDoYouEarthDay? Discover ways to protect our natural spaces at: https://t.co/TBQ5IEhhDl #EnviroEd,7.15E+17,RoundTeam,87,152,15,0,No,8/4/10,"Lakewood, OH",,View
3/30/16,@mkkinderdesign,M&K KinderDesign LLC,"RT @EPA: We support citizen science, public health, #STEM and #EnviroEd – more on our efforts and how you can get involved: https://t.co/cy…",7.15E+17,RoundTeam,85,152,9,0,No,8/4/10,"Lakewood, OH",,View
4/6/16,@mkkinderdesign,M&K KinderDesign LLC,RT @EPA: Know a K-12 #EnviroEd teacher setting an example for their students? Encourage them to apply for our teacher award. https://t.co/W…,7.18E+17,RoundTeam,85,152,6,0,No,8/4/10,"Lakewood, OH",,View
4/13/16,@mkkinderdesign,M&K KinderDesign LLC,RT @EPA: #EnviroEd teachers: Apply for our environmental educator award - submit your application by May 16: https://t.co/WAZ7co2Nry #PIAEE,7.20E+17,RoundTeam,87,152,9,0,No,8/4/10,"Lakewood, OH",,View
4/27/16,@mkkinderdesign,M&K KinderDesign LLC,RT @EPA: Know a K-12 #EnviroEd teacher setting an example for their students? Encourage them to apply for our teacher award. https://t.co/W…,7.25E+17,RoundTeam,91,152,11,0,No,8/4/10,"Lakewood, OH",,View
5/9/16,@mkkinderdesign,M&K KinderDesign LLC,RT @EPA: #EnviroEd teachers: Apply for our environmental educator award - submit your application by May 16: https://t.co/WAZ7co2Nry #PIAEE,7.30E+17,RoundTeam,91,152,6,0,No,8/4/10,"Lakewood, OH",,View
4/27/16,@mkmknani,Missy,RT @Moonbattery1: Study Finds Carbon Emissions Are Making Earth Greener https://t.co/DhIkRqaafY #tcot #enviroed,7.25E+17,Twitter for iPad,6854,6808,2,0,No,3/7/10,Ft Worth Tx/Bellingham WA,54 yro single enraged Conservative grandma of twin Texas Tornado granddaughters & stealthy tool wielding grandson Vet USAF cold war nurse,View
4/4/16,@MLTeens,Hey Teens!,Check out this outdoor classroom. See how u can do this with your school https://t.co/szjQIhtwSU #trees #enviroed^LK https://t.co/qn5S6B12g7,7.17E+17,Twitter Web Client,216,329,0,0,No,6/23/15,London and Middlesex County,"@MLHealthUnit Nurses & health experts supporting students, families & secondary schools in #LdnOnt & Middlesex County. If you see us in your school, say hi!",View
3/9/16,@mmdetrick,mo detrick,RT @jackiegerstein: Nature camps aim to draw kids from screens to the outdoors https://t.co/JshQEnZdVs #enviroed,7.08E+17,Twitter for iPhone,299,1780,3,0,No,9/1/08,Southern Maryland,"Vocations abound! Wife, Mother, Middle School Teacher, Friend, and Faithful. Views are my own.",View
4/28/16,@MmeBergevin,Dana Bergevin,"4DB and 4MK are headed to Pond Mills tomorrow morning...Dress appropriately for the weather, we will be outside!! #habitats #EnviroEd",7.26E+17,Twitter for iPhone,61,40,0,0,No,6/3/14,,TVDSB French Immersion Teacher,View
4/29/16,@MmeBergevin,Dana Bergevin,At Pond Mills we spotted a hole in a tree made by the Pileated Woodpecker! #EnviroEd #nature https://t.co/GosC8sSchT,7.26E+17,Twitter for iPhone,61,40,0,0,No,6/3/14,,TVDSB French Immersion Teacher,View
4/29/16,@MmeHibou40,Colleen Hartman,"RT @PDSB_eco: Important message, and complimentary to educating critical thinkers & problem-solvers. #EnviroEd @PeelSchools https://t.co/i…",7.26E+17,Twitter for iPad,330,489,1,0,No,8/1/15,,#chooseaction #changetheworld #oneword #engagefsl #fslchat #epsoars @peelsb @eagleplainsps,View
5/4/16,@MmeHibou40,Colleen Hartman,RT @PDSB_eco: Great resources from @enersourcenews for conducting a school energy consumption inquiry: https://t.co/v7E026MWRm #EnviroEd,7.28E+17,Twitter for iPad,337,491,2,0,No,8/1/15,,#chooseaction #changetheworld #oneword #engagefsl #fslchat #epsoars @peelsb @eagleplainsps,View
3/19/16,@mmemurugiah,Mme Murugiah,Great day @EGbrickworks seems like a cool place to take my class! Any #frimm programming? #outdoored #enviroed https://t.co/nRmlja8OLW,7.11E+17,Twitter for iPhone,27,44,0,0,No,12/15/15,"Scarborough, Ontario",WGMPS+FI+TDSB,View
4/23/16,@mmemurugiah,Mme Murugiah,#EarthDay #WGMPS #TDSB #ecoschools #enviroed #enviroed https://t.co/7zzXVDpfyM,7.24E+17,Twitter for iPhone,51,59,0,0,No,12/15/15,"Scarborough, Ontario",WGMPS+FI+TDSB,View
4/23/16,@mmemurugiah,Mme Murugiah,#EarthDay #WGMPS #TDSB #ecoschools #enviroed #enviroedchat #envirochat https://t.co/fuCU2g3zMn,7.24E+17,Twitter for iPhone,51,59,0,0,No,12/15/15,"Scarborough, Ontario",WGMPS+FI+TDSB,View
5/11/16,@mmenicoletti,Vincenza,RT @OCSBeco: Excited to read about how to connect the dots & transform learning for #EnviroEd and #citizenship @LSF_LST #NPDLocsb https://t…,7.30E+17,Twitter for iPad,317,646,1,0,No,3/4/12,"Ottawa, ON Canada","FSL Teacher, passionate about learning, tech, collaborating and motivating- I continue to grow and learn from my students, with my students, for my students.",View
4/22/16,@MobileMovieMag,MobileMovieMaking,RT @MindShiftKQED: A brief history of #EarthDay @KQEDLowdown https://t.co/GMuvTEUuG7 #edchat #enviroed #sustainability,7.24E+17,Twitter Web Client,1629,1554,8,0,No,9/21/13,San Francisco Bay Area,MobileMovieMaking is an online magazine about shooting video with smartphones & tablets. We seek to collaborate with everyone involved in mobile moviemaking.,View
4/21/16,@MollyFeldstein,Molly Feldstein,RT @ColbyCollege: Maravilla Clemens '16 & Alex Heisler '16 win BestStudentPresentation @HumanEcology 2016 Conference. #EnviroEd https://t.c…,7.23E+17,Twitter for iPhone,13,50,2,0,No,2/21/16,,,View
4/15/16,@MonicaIbacache,Monica Ibacache,RT @AAPremlall: Tree Toolkit: Lessons and Educator Resources for Teaching About #Trees https://t.co/b1zKIay1xU #enviroed #nature https://t.…,7.21E+17,Twitter for iPhone,596,1690,2,0,No,11/10/11,"New York, New York","Chilean born, southern raised, based in NYC permaculture educator and designer for BOD. Please feel free to add @beyondorganicd also!",View
3/21/16,@MonsieurPareja,Monsieur Pareja,RT @RangerRidley: Syrian Newcomers Get Sweeet Taste of Canada https://t.co/aaySYqTMsF #EnviroEd,7.12E+17,Twitter for iPhone,100,90,2,0,No,5/24/13,Lisgar Middle School,Prof de Français de base | Conseil scolaire de Peel,View
